id,type,state,state_reason,title,body,author,created_at,assignees,updated_at,closed_at,url,labels,comments_list,comment_thread
2765952197,pull_request,closed,,[FW][FIX] project_todo: set by default project to False in todo,"Before this commit, when the user sets a project as a default value for his tasks, that default value will also be applied inside To-Do app because a to-do is in fact a private task (that is, a task without any project set).

This commit adds a default value inside the context of the main action used in To-Do to make sure the default value for `project_id` field in To-Do is false and nothing else.

Steps to reproduce
==================

1. Install Project app
2. Go to Project app
3. Select/create a project
4. Select/create and edit a task inside
5. Enable the debug mode
6. Click on debug menu and select `Set Default Values`
7. Apply `project = <your project selected/created>` and save
8. Go to To-Do app
9. Create a to-do

Expected Behavior
-----------------

A to-do should be created without any issue in the kanban view.

Current Behavior
----------------

A form view will be displayed inside a modal to create the to-do but the form view is in fact the one used in Project app and the project set is the one set as default value instead of having no project since the user is creating a to-do and not a task inside that project.

Forward-Port-Of: odoo/odoo#191583",fw-bot,2025-01-02 12:29:46+00:00,[],2025-01-16 17:46:27+00:00,2025-01-02 17:40:10+00:00,https://github.com/odoo/odoo/pull/192177,"[('RD', 'research & development, internal work'), ('forwardport', 'This PR was created by @fw-bot')]","[{'comment_id': 2567703966, 'issue_id': 2765952197, 'author': 'robodoo', 'body': '[![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192177.png)](https://mergebot.odoo.com/odoo/odoo/pull/192177)', 'created_at': datetime.datetime(2025, 1, 2, 12, 29, 53, tzinfo=datetime.timezone.utc)}, {'comment_id': 2567703977, 'issue_id': 2765952197, 'author': 'fw-bot', 'body': 'This PR targets saas-17.2 and is part of the forward-port chain. Further PRs will be created up to master.\n\nMore info at https://github.com/odoo/odoo/wiki/Mergebot#forward-port', 'created_at': datetime.datetime(2025, 1, 2, 12, 29, 54, tzinfo=datetime.timezone.utc)}]","robodoo on (2025-01-02 12:29:53 UTC): [![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192177.png)](https://mergebot.odoo.com/odoo/odoo/pull/192177)

fw-bot (Issue Creator) on (2025-01-02 12:29:54 UTC): This PR targets saas-17.2 and is part of the forward-port chain. Further PRs will be created up to master.

More info at https://github.com/odoo/odoo/wiki/Mergebot#forward-port

"
2765949216,pull_request,closed,,[FW][FIX] l10n_fr: various typos in codes of new accounts,"Some accounts got the wrong code, while the id rightly changed




---
I confirm I have signed the CLA and read the PR guidelines at www.odoo.com/submit-pr

Forward-Port-Of: odoo/odoo#191844
Forward-Port-Of: odoo/odoo#191826",fw-bot,2025-01-02 12:27:30+00:00,[],2025-01-16 18:02:50+00:00,2025-01-02 18:00:24+00:00,https://github.com/odoo/odoo/pull/192176,"[('RD', 'research & development, internal work'), ('forwardport', 'This PR was created by @fw-bot')]","[{'comment_id': 2567701268, 'issue_id': 2765949216, 'author': 'robodoo', 'body': '[![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192176.png)](https://mergebot.odoo.com/odoo/odoo/pull/192176)', 'created_at': datetime.datetime(2025, 1, 2, 12, 27, 31, tzinfo=datetime.timezone.utc)}, {'comment_id': 2567701281, 'issue_id': 2765949216, 'author': 'fw-bot', 'body': 'This PR targets saas-17.4 and is part of the forward-port chain. Further PRs will be created up to master.\n\nMore info at https://github.com/odoo/odoo/wiki/Mergebot#forward-port', 'created_at': datetime.datetime(2025, 1, 2, 12, 27, 32, tzinfo=datetime.timezone.utc)}]","robodoo on (2025-01-02 12:27:31 UTC): [![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192176.png)](https://mergebot.odoo.com/odoo/odoo/pull/192176)

fw-bot (Issue Creator) on (2025-01-02 12:27:32 UTC): This PR targets saas-17.4 and is part of the forward-port chain. Further PRs will be created up to master.

More info at https://github.com/odoo/odoo/wiki/Mergebot#forward-port

"
2765929800,pull_request,closed,,"[REM] project, hr_timesheet: remove leftover qunit code","Removed all the unused functionality of qunit test cases.

task-4354323",kthe-odoo,2025-01-02 12:13:19+00:00,[],2025-01-21 11:16:29+00:00,2025-01-07 11:13:37+00:00,https://github.com/odoo/odoo/pull/192175,"[('RD', 'research & development, internal work'), ('18.2', None)]","[{'comment_id': 2567684652, 'issue_id': 2765929800, 'author': 'robodoo', 'body': '[![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192175.png)](https://mergebot.odoo.com/odoo/odoo/pull/192175)', 'created_at': datetime.datetime(2025, 1, 2, 12, 13, 21, tzinfo=datetime.timezone.utc)}, {'comment_id': 2574673945, 'issue_id': 2765929800, 'author': 'xavierbol', 'body': 'robodoo r+', 'created_at': datetime.datetime(2025, 1, 7, 8, 29, 42, tzinfo=datetime.timezone.utc)}]","robodoo on (2025-01-02 12:13:21 UTC): [![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192175.png)](https://mergebot.odoo.com/odoo/odoo/pull/192175)

xavierbol on (2025-01-07 08:29:42 UTC): robodoo r+

"
2765914455,pull_request,closed,,[FIX] point_of_sale: fix shipping date showing datetime,"Since https://github.com/odoo/odoo/pull/189879, the shipping date shown on the receipt was showing a datetime instead of a date. The commit also changed the format of the date shown (remove the 0 padding in front of single digit number). This commit fixes this and the test link to it.

runbot-error-id: 111449

---
I confirm I have signed the CLA and read the PR guidelines at www.odoo.com/submit-pr
",adgu-odoo,2025-01-02 12:02:14+00:00,[],2025-01-16 21:56:39+00:00,2025-01-02 21:52:35+00:00,https://github.com/odoo/odoo/pull/192174,"[('RD', 'research & development, internal work'), ('18.2', None)]","[{'comment_id': 2567671655, 'issue_id': 2765914455, 'author': 'robodoo', 'body': '[![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192174.png)](https://mergebot.odoo.com/odoo/odoo/pull/192174)', 'created_at': datetime.datetime(2025, 1, 2, 12, 2, 17, tzinfo=datetime.timezone.utc)}]","robodoo on (2025-01-02 12:02:17 UTC): [![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192174.png)](https://mergebot.odoo.com/odoo/odoo/pull/192174)

"
2765910652,pull_request,closed,,[FW][FIX] hr_timesheet: adjust colspan when timesheets are groupby,"Steps to reproduce:
- Install hr_timesheet (with demo data)
- Navigate to portal > timesheet
- Group by project

Issue:
When only the hr_timesheet module is installed and timesheets are grouped in the
portal view, the column alignment is broken due to an incorrect colspan.

Cause:
When groupby is applied, the colspan is manually set to 4, causing misalignment
between the header and row columns.

Fix:
This commit sets the last column's colspan to 2 when grouping is applied to fix the
alignment issue.

task-4294780



---
I confirm I have signed the CLA and read the PR guidelines at www.odoo.com/submit-pr

Forward-Port-Of: odoo/odoo#186532",fw-bot,2025-01-02 11:59:34+00:00,[],2025-01-16 16:33:38+00:00,2025-01-02 16:33:22+00:00,https://github.com/odoo/odoo/pull/192173,"[('RD', 'research & development, internal work'), ('forwardport', 'This PR was created by @fw-bot')]","[{'comment_id': 2567668389, 'issue_id': 2765910652, 'author': 'robodoo', 'body': '[![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192173.png)](https://mergebot.odoo.com/odoo/odoo/pull/192173)', 'created_at': datetime.datetime(2025, 1, 2, 11, 59, 35, tzinfo=datetime.timezone.utc)}, {'comment_id': 2567668398, 'issue_id': 2765910652, 'author': 'fw-bot', 'body': 'This PR targets 17.0 and is part of the forward-port chain. Further PRs will be created up to master.\n\nMore info at https://github.com/odoo/odoo/wiki/Mergebot#forward-port', 'created_at': datetime.datetime(2025, 1, 2, 11, 59, 36, tzinfo=datetime.timezone.utc)}]","robodoo on (2025-01-02 11:59:35 UTC): [![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192173.png)](https://mergebot.odoo.com/odoo/odoo/pull/192173)

fw-bot (Issue Creator) on (2025-01-02 11:59:36 UTC): This PR targets 17.0 and is part of the forward-port chain. Further PRs will be created up to master.

More info at https://github.com/odoo/odoo/wiki/Mergebot#forward-port

"
2765894768,pull_request,closed,,[IMP] product: strengthen combo constraints,"By design, nested combos aren't supported (i.e. products of type `combo` can't be used as combo items). However, since we used a python constraint to enforce this, it was still possible to change the type of a product to `combo` after using it as a combo item. To prevent this, we changed the python constraint to an SQL constraint.",ltinel,2025-01-02 11:48:09+00:00,[],2025-01-17 20:31:55+00:00,2025-01-03 20:15:09+00:00,https://github.com/odoo/odoo/pull/192172,"[('RD', 'research & development, internal work')]","[{'comment_id': 2567654760, 'issue_id': 2765894768, 'author': 'robodoo', 'body': '[![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192172.png)](https://mergebot.odoo.com/odoo/odoo/pull/192172)', 'created_at': datetime.datetime(2025, 1, 2, 11, 48, 12, tzinfo=datetime.timezone.utc)}, {'comment_id': 2569365270, 'issue_id': 2765894768, 'author': 'ltinel', 'body': '@robodoo r+', 'created_at': datetime.datetime(2025, 1, 3, 15, 3, 43, tzinfo=datetime.timezone.utc)}]","robodoo on (2025-01-02 11:48:12 UTC): [![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192172.png)](https://mergebot.odoo.com/odoo/odoo/pull/192172)

ltinel (Issue Creator) on (2025-01-03 15:03:43 UTC): @robodoo r+

"
2765894505,pull_request,closed,,[FIX] hr: added domain to show activity plans by selected company or globally,"
Steps:
- Go to the 'Activity Plans' section.
- Select a company in the company widget.
- Activity plans were not filtered based on the selected company.

Issues:
- Activity plans were not filtered correctly by the selected company, showing plans from unrelated companies.

Fix:
- Added domain to display activity plans assigned to the selected company.
- Added domain to display global activity plans when no company is selected.

Task - 4441838

Description of the issue/feature this PR addresses:

Current behavior before PR:

Desired behavior after PR is merged:
",rame-odoo,2025-01-02 11:47:58+00:00,[],2025-01-28 13:52:06+00:00,2025-01-14 13:48:47+00:00,https://github.com/odoo/odoo/pull/192171,"[('RD', 'research & development, internal work')]","[{'comment_id': 2567654527, 'issue_id': 2765894505, 'author': 'robodoo', 'body': '[![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192171.png)](https://mergebot.odoo.com/odoo/odoo/pull/192171)', 'created_at': datetime.datetime(2025, 1, 2, 11, 48, tzinfo=datetime.timezone.utc)}, {'comment_id': 2577926401, 'issue_id': 2765894505, 'author': 'abdelrahmankhaledg', 'body': 'Hello Meet, thanks for the fix. LGTM.', 'created_at': datetime.datetime(2025, 1, 8, 15, 16, 14, tzinfo=datetime.timezone.utc)}, {'comment_id': 2589693078, 'issue_id': 2765894505, 'author': 'Bertrand2', 'body': 'robodoo r+', 'created_at': datetime.datetime(2025, 1, 14, 11, 40, 58, tzinfo=datetime.timezone.utc)}]","robodoo on (2025-01-02 11:48:00 UTC): [![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192171.png)](https://mergebot.odoo.com/odoo/odoo/pull/192171)

abdelrahmankhaledg on (2025-01-08 15:16:14 UTC): Hello Meet, thanks for the fix. LGTM.

Bertrand2 on (2025-01-14 11:40:58 UTC): robodoo r+

"
2765875140,pull_request,closed,,[FIX] point_of_sale: product card not updated according to order,"Steps to reproduce:
1. Create a new free order and add 2 quantities of any product.
2. Create another free order and add 2 quantities of any product different from 1st order.
3. Switch to orders 1 and 2, and you'll see the same product and quantity loading in both orders.

Issue:
- Both free orders show same product card if quantity is same.

Fix:
- UseEffect was set to update on order rather than quantity.

task-4438675
",shag-odoo,2025-01-02 11:33:56+00:00,[],2025-01-23 11:32:18+00:00,2025-01-09 11:24:36+00:00,https://github.com/odoo/odoo/pull/192170,"[('RD', 'research & development, internal work')]","[{'comment_id': 2567638338, 'issue_id': 2765875140, 'author': 'robodoo', 'body': '[![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192170.png)](https://mergebot.odoo.com/odoo/odoo/pull/192170)', 'created_at': datetime.datetime(2025, 1, 2, 11, 33, 58, tzinfo=datetime.timezone.utc)}, {'comment_id': 2577167997, 'issue_id': 2765875140, 'author': 'shag-odoo', 'body': 'Hello @caburj \r\nchanges have been made\r\n\r\nThanks for the suggestion and have a wonderful day ahead :innocent:', 'created_at': datetime.datetime(2025, 1, 8, 9, 14, 47, tzinfo=datetime.timezone.utc)}]","robodoo on (2025-01-02 11:33:58 UTC): [![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192170.png)](https://mergebot.odoo.com/odoo/odoo/pull/192170)

shag-odoo (Issue Creator) on (2025-01-08 09:14:47 UTC): Hello @caburj 
changes have been made

Thanks for the suggestion and have a wonderful day ahead :innocent:

"
2765862502,pull_request,closed,,"[FW][FIX] web_editor, website: prevent tab duplication","Steps To Reproduce:
-> Go to Edit mode.
-> Drag & Drop Tabs Snippet.
-> Click in middle of tab's text and press ""Enter"".
-> Tab is split and and new Tab is created.

Issue Reason:
As tab's element fails `isUnbreakable()` check for `Keydown`(Enter) event
which makes it possible to split the element. And issue is not specific
to Tab snippet but in other snippets where `anchor tag` and elements with
`btn` class or role attribute is `button`.

Solution:
By modifying checks in `isUnbreakable()` for handling elements with `anchor
tags` and elements with `btn` class or role attribute is `button`.

This PR solves the issue of tab duplication in Tab Snippet and few snippets in which there is already button and the said behavior is observed are : `Cover` , `Text - Image` , `Image - Text `, `Carousel `, `Donate
Now ( Button )` where anchor tag and elements with 'btn' class or role attribute is 'button', in `Masonry` and `Carousel` snippet which adds button
through `Add Element` option and also when we add a button using `/button` command in any snippets.

task-4316648

Forward-Port-Of: odoo/odoo#191945
Forward-Port-Of: odoo/odoo#187014",fw-bot,2025-01-02 11:24:49+00:00,[],2025-01-21 11:16:28+00:00,2025-01-07 11:13:32+00:00,https://github.com/odoo/odoo/pull/192169,"[('RD', 'research & development, internal work'), ('forwardport', 'This PR was created by @fw-bot'), ('18.2', None)]","[{'comment_id': 2567627329, 'issue_id': 2765862502, 'author': 'robodoo', 'body': '[![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192169.png)](https://mergebot.odoo.com/odoo/odoo/pull/192169)', 'created_at': datetime.datetime(2025, 1, 2, 11, 24, 50, tzinfo=datetime.timezone.utc)}, {'comment_id': 2567627340, 'issue_id': 2765862502, 'author': 'fw-bot', 'body': '@ksbh-odoo @bvr-odoo this PR targets master and is the last of the forward-port chain containing:\n* odoo/odoo#192157\n* odoo/odoo#192147\n* odoo/odoo#192144\n* odoo/odoo#192142\n\nTo merge the full chain, use\n> @robodoo r+\n\nMore info at https://github.com/odoo/odoo/wiki/Mergebot#forward-port', 'created_at': datetime.datetime(2025, 1, 2, 11, 24, 51, tzinfo=datetime.timezone.utc)}, {'comment_id': 2568605999, 'issue_id': 2765862502, 'author': 'fw-bot', 'body': '@ksbh-odoo @bvr-odoo this forward port of odoo/odoo#187014 is awaiting action (not merged or closed).', 'created_at': datetime.datetime(2025, 1, 3, 2, 1, 28, tzinfo=datetime.timezone.utc)}, {'comment_id': 2570003316, 'issue_id': 2765862502, 'author': 'fw-bot', 'body': '@ksbh-odoo @bvr-odoo this forward port of odoo/odoo#187014 is awaiting action (not merged or closed).', 'created_at': datetime.datetime(2025, 1, 4, 2, 2, 3, tzinfo=datetime.timezone.utc)}, {'comment_id': 2571468688, 'issue_id': 2765862502, 'author': 'fw-bot', 'body': '@ksbh-odoo @bvr-odoo this forward port of odoo/odoo#187014 is awaiting action (not merged or closed).', 'created_at': datetime.datetime(2025, 1, 5, 2, 1, 20, tzinfo=datetime.timezone.utc)}, {'comment_id': 2572194269, 'issue_id': 2765862502, 'author': 'fw-bot', 'body': '@ksbh-odoo @bvr-odoo this forward port of odoo/odoo#187014 is awaiting action (not merged or closed).', 'created_at': datetime.datetime(2025, 1, 6, 3, 7, 35, tzinfo=datetime.timezone.utc)}, {'comment_id': 2574724427, 'issue_id': 2765862502, 'author': 'bvr-odoo', 'body': '@robodoo r+', 'created_at': datetime.datetime(2025, 1, 7, 8, 54, 31, tzinfo=datetime.timezone.utc)}]","robodoo on (2025-01-02 11:24:50 UTC): [![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192169.png)](https://mergebot.odoo.com/odoo/odoo/pull/192169)

fw-bot (Issue Creator) on (2025-01-02 11:24:51 UTC): @ksbh-odoo @bvr-odoo this PR targets master and is the last of the forward-port chain containing:
* odoo/odoo#192157
* odoo/odoo#192147
* odoo/odoo#192144
* odoo/odoo#192142

To merge the full chain, use

More info at https://github.com/odoo/odoo/wiki/Mergebot#forward-port

fw-bot (Issue Creator) on (2025-01-03 02:01:28 UTC): @ksbh-odoo @bvr-odoo this forward port of odoo/odoo#187014 is awaiting action (not merged or closed).

fw-bot (Issue Creator) on (2025-01-04 02:02:03 UTC): @ksbh-odoo @bvr-odoo this forward port of odoo/odoo#187014 is awaiting action (not merged or closed).

fw-bot (Issue Creator) on (2025-01-05 02:01:20 UTC): @ksbh-odoo @bvr-odoo this forward port of odoo/odoo#187014 is awaiting action (not merged or closed).

fw-bot (Issue Creator) on (2025-01-06 03:07:35 UTC): @ksbh-odoo @bvr-odoo this forward port of odoo/odoo#187014 is awaiting action (not merged or closed).

bvr-odoo on (2025-01-07 08:54:31 UTC): @robodoo r+

"
2765852204,pull_request,closed,,[FW][FIX] l10n_fr: various typos in codes of new accounts,"Some accounts got the wrong code, while the id rightly changed




---
I confirm I have signed the CLA and read the PR guidelines at www.odoo.com/submit-pr

Forward-Port-Of: odoo/odoo#191844
Forward-Port-Of: odoo/odoo#191826",fw-bot,2025-01-02 11:17:07+00:00,[],2025-01-16 17:46:27+00:00,2025-01-02 17:40:14+00:00,https://github.com/odoo/odoo/pull/192168,"[('RD', 'research & development, internal work'), ('forwardport', 'This PR was created by @fw-bot')]","[{'comment_id': 2567617986, 'issue_id': 2765852204, 'author': 'robodoo', 'body': '[![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192168.png)](https://mergebot.odoo.com/odoo/odoo/pull/192168)', 'created_at': datetime.datetime(2025, 1, 2, 11, 17, 9, tzinfo=datetime.timezone.utc)}, {'comment_id': 2567617996, 'issue_id': 2765852204, 'author': 'fw-bot', 'body': 'This PR targets saas-17.2 and is part of the forward-port chain. Further PRs will be created up to master.\n\nMore info at https://github.com/odoo/odoo/wiki/Mergebot#forward-port', 'created_at': datetime.datetime(2025, 1, 2, 11, 17, 10, tzinfo=datetime.timezone.utc)}]","robodoo on (2025-01-02 11:17:09 UTC): [![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192168.png)](https://mergebot.odoo.com/odoo/odoo/pull/192168)

fw-bot (Issue Creator) on (2025-01-02 11:17:10 UTC): This PR targets saas-17.2 and is part of the forward-port chain. Further PRs will be created up to master.

More info at https://github.com/odoo/odoo/wiki/Mergebot#forward-port

"
2765847748,pull_request,closed,,"[FW][FIX] portal, point_of_sale: return new instance of fields list","[FIX] portal, point_of_sale: return new instance of fields list
This commit contains a backport of https://github.com/odoo/odoo/commit/1e39d5c2e5f4d4c77b0190ea1eb4781e2143657f to fix the following issue:

In the l10n_mx localization, the field RFC(VAT) and zipcode should be required to prevent the field from being defaulted to ""public en general"".

How to reproduce:

-Install l10n_mx
-Go to POS and sell an article to generate the ticket
-Go to the POS portal to request an invoice
-Fill all the fields except for RFC
-Odoo does not request this field and allows the client to submit the information
-The invoice will be generated to ""public en general"" and not to the client requesting the invoice (Expected when there is no RFC)


opw-4332357

enterprise pr: https://github.com/odoo/enterprise/pull/74072

---
I confirm I have signed the CLA and read the PR guidelines at www.odoo.com/submit-pr

Forward-Port-Of: odoo/odoo#191989
Forward-Port-Of: odoo/odoo#187674",fw-bot,2025-01-02 11:13:47+00:00,[],2025-01-20 18:12:52+00:00,2025-01-06 17:49:56+00:00,https://github.com/odoo/odoo/pull/192167,"[('OE', 'the report is linked to a support ticket (opw-...)'), ('forwardport', 'This PR was created by @fw-bot'), ('conflict', 'There was an error while creating this forward-port PR')]","[{'comment_id': 2567614125, 'issue_id': 2765847748, 'author': 'robodoo', 'body': '[![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192167.png)](https://mergebot.odoo.com/odoo/odoo/pull/192167)', 'created_at': datetime.datetime(2025, 1, 2, 11, 14, 2, tzinfo=datetime.timezone.utc)}, {'comment_id': 2567614135, 'issue_id': 2765847748, 'author': 'fw-bot', 'body': '@gteboul cherrypicking of pull request odoo/odoo#187674 failed.\n\nstdout:\n```\nAuto-merging addons/l10n_mx/__init__.py\nCONFLICT (content): Merge conflict in addons/l10n_mx/__init__.py\nAuto-merging addons/portal/controllers/portal.py\n\n```\n\nEither perform the forward-port manually (and push to this branch, proceeding as usual) or close this PR (maybe?).\n\nIn the former case, you may want to edit this PR message as well.\n\n:warning: after resolving this conflict, you will need to merge it via @robodoo.\n\nMore info at https://github.com/odoo/odoo/wiki/Mergebot#forward-port', 'created_at': datetime.datetime(2025, 1, 2, 11, 14, 3, tzinfo=datetime.timezone.utc)}, {'comment_id': 2568605953, 'issue_id': 2765847748, 'author': 'fw-bot', 'body': '@gteboul this forward port of odoo/odoo#187674 is awaiting action (not merged or closed).', 'created_at': datetime.datetime(2025, 1, 3, 2, 1, 23, tzinfo=datetime.timezone.utc)}, {'comment_id': 2570003201, 'issue_id': 2765847748, 'author': 'fw-bot', 'body': '@gteboul this forward port of odoo/odoo#187674 is awaiting action (not merged or closed).', 'created_at': datetime.datetime(2025, 1, 4, 2, 1, 55, tzinfo=datetime.timezone.utc)}, {'comment_id': 2571468674, 'issue_id': 2765847748, 'author': 'fw-bot', 'body': '@gteboul this forward port of odoo/odoo#187674 is awaiting action (not merged or closed).', 'created_at': datetime.datetime(2025, 1, 5, 2, 1, 16, tzinfo=datetime.timezone.utc)}, {'comment_id': 2572194169, 'issue_id': 2765847748, 'author': 'fw-bot', 'body': '@gteboul this forward port of odoo/odoo#187674 is awaiting action (not merged or closed).', 'created_at': datetime.datetime(2025, 1, 6, 3, 7, 27, tzinfo=datetime.timezone.utc)}, {'comment_id': 2573195868, 'issue_id': 2765847748, 'author': 'gteboul', 'body': '@robodoo r+', 'created_at': datetime.datetime(2025, 1, 6, 14, 13, 3, tzinfo=datetime.timezone.utc)}]","robodoo on (2025-01-02 11:14:02 UTC): [![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192167.png)](https://mergebot.odoo.com/odoo/odoo/pull/192167)

fw-bot (Issue Creator) on (2025-01-02 11:14:03 UTC): @gteboul cherrypicking of pull request odoo/odoo#187674 failed.

stdout:
```
Auto-merging addons/l10n_mx/__init__.py
CONFLICT (content): Merge conflict in addons/l10n_mx/__init__.py
Auto-merging addons/portal/controllers/portal.py

```

Either perform the forward-port manually (and push to this branch, proceeding as usual) or close this PR (maybe?).

In the former case, you may want to edit this PR message as well.

:warning: after resolving this conflict, you will need to merge it via @robodoo.

More info at https://github.com/odoo/odoo/wiki/Mergebot#forward-port

fw-bot (Issue Creator) on (2025-01-03 02:01:23 UTC): @gteboul this forward port of odoo/odoo#187674 is awaiting action (not merged or closed).

fw-bot (Issue Creator) on (2025-01-04 02:01:55 UTC): @gteboul this forward port of odoo/odoo#187674 is awaiting action (not merged or closed).

fw-bot (Issue Creator) on (2025-01-05 02:01:16 UTC): @gteboul this forward port of odoo/odoo#187674 is awaiting action (not merged or closed).

fw-bot (Issue Creator) on (2025-01-06 03:07:27 UTC): @gteboul this forward port of odoo/odoo#187674 is awaiting action (not merged or closed).

gteboul on (2025-01-06 14:13:03 UTC): @robodoo r+

"
2765837290,pull_request,closed,,[FW][FIX] hr_holidays_attendance: not deduct extra hours on draft,"Before this commit, when a time off request based on extra hours was set to draft, a new overtime record with negative duration was created.

This commit makes sure that the record is only created when the time off request is in the state confirm or validate.

task-4096548


---
I confirm I have signed the CLA and read the PR guidelines at www.odoo.com/submit-pr

Forward-Port-Of: odoo/odoo#189711
Forward-Port-Of: odoo/odoo#185962",fw-bot,2025-01-02 11:06:06+00:00,[],2025-01-30 19:33:32+00:00,2025-01-16 19:29:39+00:00,https://github.com/odoo/odoo/pull/192166,"[('RD', 'research & development, internal work'), ('forwardport', 'This PR was created by @fw-bot'), ('conflict', 'There was an error while creating this forward-port PR')]","[{'comment_id': 2567603991, 'issue_id': 2765837290, 'author': 'robodoo', 'body': '[![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192166.png)](https://mergebot.odoo.com/odoo/odoo/pull/192166)', 'created_at': datetime.datetime(2025, 1, 2, 11, 6, 8, tzinfo=datetime.timezone.utc)}, {'comment_id': 2567604035, 'issue_id': 2765837290, 'author': 'fw-bot', 'body': '@khah-odoo @tivisse cherrypicking of pull request odoo/odoo#185962 failed.\n\nstdout:\n```\nAuto-merging addons/hr_holidays_attendance/models/hr_leave.py\nCONFLICT (content): Merge conflict in addons/hr_holidays_attendance/models/hr_leave.py\nAuto-merging addons/hr_holidays_attendance/tests/test_holidays_overtime.py\nCONFLICT (content): Merge conflict in addons/hr_holidays_attendance/tests/test_holidays_overtime.py\n\n```\n\nEither perform the forward-port manually (and push to this branch, proceeding as usual) or close this PR (maybe?).\n\nIn the former case, you may want to edit this PR message as well.\n\n:warning: after resolving this conflict, you will need to merge it via @robodoo.\n\nMore info at https://github.com/odoo/odoo/wiki/Mergebot#forward-port', 'created_at': datetime.datetime(2025, 1, 2, 11, 6, 10, tzinfo=datetime.timezone.utc)}, {'comment_id': 2581588268, 'issue_id': 2765837290, 'author': 'fw-bot', 'body': '@khah-odoo @tivisse this forward port of odoo/odoo#185962 is awaiting action (not merged or closed).', 'created_at': datetime.datetime(2025, 1, 10, 2, 1, 50, tzinfo=datetime.timezone.utc)}, {'comment_id': 2595094715, 'issue_id': 2765837290, 'author': 'tivisse', 'body': '@khah-odoo Could you please handle the conflict resolution ? \r\n\r\nThanks.', 'created_at': datetime.datetime(2025, 1, 16, 10, 6, 12, tzinfo=datetime.timezone.utc)}, {'comment_id': 2595995557, 'issue_id': 2765837290, 'author': 'tivisse', 'body': '@robodoo r+', 'created_at': datetime.datetime(2025, 1, 16, 15, 15, 15, tzinfo=datetime.timezone.utc)}]","robodoo on (2025-01-02 11:06:08 UTC): [![Pull request status dashboard](https://mergebot.odoo.com/odoo/odoo/pull/192166.png)](https://mergebot.odoo.com/odoo/odoo/pull/192166)

fw-bot (Issue Creator) on (2025-01-02 11:06:10 UTC): @khah-odoo @tivisse cherrypicking of pull request odoo/odoo#185962 failed.

stdout:
```
Auto-merging addons/hr_holidays_attendance/models/hr_leave.py
CONFLICT (content): Merge conflict in addons/hr_holidays_attendance/models/hr_leave.py
Auto-merging addons/hr_holidays_attendance/tests/test_holidays_overtime.py
CONFLICT (content): Merge conflict in addons/hr_holidays_attendance/tests/test_holidays_overtime.py

```

Either perform the forward-port manually (and push to this branch, proceeding as usual) or close this PR (maybe?).

In the former case, you may want to edit this PR message as well.

:warning: after resolving this conflict, you will need to merge it via @robodoo.

More info at https://github.com/odoo/odoo/wiki/Mergebot#forward-port

fw-bot (Issue Creator) on (2025-01-10 02:01:50 UTC): @khah-odoo @tivisse this forward port of odoo/odoo#185962 is awaiting action (not merged or closed).

tivisse on (2025-01-16 10:06:12 UTC): @khah-odoo Could you please handle the conflict resolution ? 

Thanks.

tivisse on (2025-01-16 15:15:15 UTC): @robodoo r+

"
